Time (ms),average_data,average_data fitted model: ,
1.0,0.40793676882361374, ,
2.0,0.4022682178206742, ,
3.0,0.39703261621296404, ,
4.0,0.3921624281381567, ,
5.0,0.3875723251327872, ,
6.0,0.38323245365172626, ,
7.0,0.3791107712623974, ,
8.0,0.37516514599944156, ,
9.0,0.3713722956863542, ,
10.0,0.36772299869606895, ,
11.0,0.36417023578037816, ,
12.0,0.36075801578660804, ,
13.0,0.35746190456052623, ,
14.0,0.35425297849501175, ,
15.0,0.35112485067918897, ,
16.0,0.3480970533005893, ,
18.0,0.34228120440617205, ,
20.0,0.33670070881644887, ,
22.0,0.3314355496627589, ,
24.0,0.3264157877427836, ,
26.0,0.3215481800120324, ,
28.0,0.31684063517488537, ,
30.0,0.3123346599067251, ,
32.0,0.30802365966451667, ,
36.0,0.2997927614984413, ,
40.0,0.2921369059197605, ,
44.0,0.2850149884199103, ,
48.0,0.27830246232450007, ,
52.0,0.27181574172340334, ,
56.0,0.26566217247707147, ,
60.0,0.25987343112782885, ,
64.0,0.2544703918291877, ,
72.0,0.2444815978287564, ,
80.0,0.23497669252334163, ,
88.0,0.22632670386655568, ,
96.0,0.21843957956841525, ,
104.0,0.21117794198081052, ,
112.0,0.20433968137406433, ,
120.0,0.1977988491744812, ,
128.0,0.19144739772639394, ,
144.0,0.1807296437382077, ,
160.0,0.17200679197471497, ,
176.0,0.16492658495301535, ,
192.0,0.157857904885747, ,
208.0,0.15110780300548868, ,
224.0,0.1457606877925961, ,
240.0,0.14077231840215365, ,
256.0,0.13572127283632654, ,
288.0,0.1266606511336492, ,
320.0,0.11849106918591133, ,
352.0,0.11209289825766366, ,
384.0,0.10658257936768374, ,
416.0,0.10167532720737654, ,
448.0,0.0964205149739981, ,
480.0,0.0914434266341171, ,
512.0,0.08549802527593935, ,
576.0,0.07428196648476539, ,
640.0,0.0668081313412616, ,
704.0,0.06178537723845996, ,
768.0,0.05565071020639152, ,
832.0,0.04992002224681831, ,
896.0,0.043656874040944635, ,
960.0,0.03917412918795738, ,
1024.0,0.0336732290261538, ,
1152.0,0.02484589438840885, ,
1280.0,0.01802621464988988, ,
1408.0,0.013348681389816193, ,
1536.0,0.010905705117159718, ,
1664.0,0.009114315839512225, ,
1792.0,0.006095668678983657, ,
1920.0,0.005388210719545441, ,
2048.0,0.002569322746257967, ,
2304.0,-0.0010888508256493878,0.38788458838000006,
2560.0,-0.004508658010551395,0.3851383141962145,
2816.0,-0.0054089882071275495,0.3824283783171536,
3072.0,-0.005960655733033491,0.37975406424826674,
3328.0,-0.011477110847208679,0.3771146742084947,
3584.0,-0.012040499226932297,0.3745095285232817,
3840.0,-0.00987761685316703,0.37193796504105997,
4096.0,-0.012482529999227457,0.3693993385721572,
4608.0,-0.013669617241818439,0.36689302034912497,
5120.0,-0.017254916665891264,0.364418397507543,
5632.0,-0.021990665807963883,0.3619748725863958,
6144.0,-0.02390721061773244,0.35956186304716853,
6656.0,-0.022850777129897325,0.3571788008108478,
7168.0,-0.02052233909478332,0.35482513181205444,
7680.0,-0.022758764673393064,0.3525003155695738,
8192.0,-0.03144763152894787,0.3502038247725836,
9216.0,-0.03590638134450273,0.34569377374571114,
10240.0,-0.029987794711002304,0.34129100885579683,
11264.0,-0.024902220362904095,0.3369917468797732,
12288.0,-0.019352697588619776,0.33279238040473047,
13312.0,-0.017391813120314813,0.3286894677326096,
14336.0,-0.03034838330181325, ,
