name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),N (mom),bri (kHz),above zero
2024-01-18_multipletau_mod-filtering_0dot2_0000_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:02 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.007949,None,0.089499,None,11.173309198985464,0.089499,0.997221,None,0.002779,None,18.753096,None,0.000101,None,1.0,None,1.0,None,1.0,1.0,0.5957446808510638
2024-01-18_multipletau_mod-filtering_0dot2_0001_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:02 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.00890848449760695,None,0.06555991083116539,None,15.253223918734,0.06555991083116539,0.6221174850326681,None,0.37788251496733194,None,10.445852458209696,None,1281.2590845626742,None,1.0,None,1.0,None,1.0,1.0,0.8617021276595744
2024-01-18_multipletau_mod-filtering_0dot2_0002_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:02 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.005629026899196865,None,0.08112112569539415,None,12.327245109429953,0.08112112569539415,0.9999939341744988,None,6.065825501222477e-06,None,11.704114388317485,None,12.063237233140251,None,1.0,None,1.0,None,1.0,1.0,0.5319148936170213
2024-01-18_multipletau_mod-filtering_0dot2_0003_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:02 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.003261644342700709,None,0.0704674217557655,None,14.190954842450754,0.0704674217557655,0.7894407762692942,None,0.2105592237307058,None,27.070664968335073,None,26.995387659610305,None,1.0,None,1.0,None,1.0,1.0,0.723404255319149
2024-01-18_multipletau_mod-filtering_0dot2_0004_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:02 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.004222664644953356,None,0.06572471810517588,None,15.2149758695009,0.06572471810517588,0.9739608682986571,None,0.026039131701342866,None,40.59879461970341,None,3520.2167620789323,None,1.0,None,1.0,None,1.0,1.0,0.7553191489361702
2024-01-18_multipletau_mod-filtering_0dot2_0005_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:03 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.009773660753955249,None,0.07045880451521613,None,14.192690422160684,0.07045880451521613,0.10027862039401997,None,0.89972137960598,None,6.353028712080491,None,59.322504848498355,None,1.0,None,1.0,None,1.0,1.0,0.6595744680851063
2024-01-18_multipletau_mod-filtering_0dot2_0006_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:03 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0029795942653368934,None,0.07445191860286514,None,13.431487311080751,0.07445191860286514,0.9999999997054938,None,2.945061972070562e-10,None,53.795144741084336,None,9020.956838370925,None,1.0,None,1.0,None,1.0,1.0,0.7872340425531915
2024-01-18_multipletau_mod-filtering_0dot2_0007_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:03 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.002832265726137151,None,0.06591246206013973,None,15.17163778660827,0.06591246206013973,0.9999999978723539,None,2.127646059335575e-09,None,11.028530737294567,None,9997.491002236422,None,1.0,None,1.0,None,1.0,1.0,0.574468085106383
2024-01-18_multipletau_mod-filtering_0dot2_0008_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:03 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.05591300930316945,None,0.11737529679813109,None,8.519680267304103,0.11737529679813109,0.3914273834512125,None,0.6085726165487875,None,16.147289800505604,None,9999.99727196927,None,1.0,None,1.0,None,1.0,1.0,0.7872340425531915
2024-01-18_multipletau_mod-filtering_0dot2_0009_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:55:03 2024,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.006969372275771102,None,0.0819945660263246,None,12.195930150773004,0.0819945660263246,0.9913474461013114,None,0.008652553898688575,None,46.154171252913024,None,46.238396636861246,None,1.0,None,1.0,None,1.0,1.0,0.7127659574468085
